Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc178,5720,5727,5.00625,4.49625,5.65625,0.388393467314634,1616.36134534086,31.1262207332524,146.484603000604,-53.8151434523898,28.8536526078885
sc180,5729,5735,5.69058823529412,4.69705882352941,5.67647058823529,0.289214745469181,1849.22758126283,-5.03338732031492,127.367100057246,-44.067012517261,35.1045667823831
sc184,5745,5750,5.71526315789474,4.41473684210526,5.85684210526316,0.29503974512188,1647.37564420146,-7.48422424459079,147.273777798133,-58.5234907459036,18.5126539379035
sc186,5751,5755,4.33111111111111,5.30666666666667,4.67777777777778,0.314560923903387,1831.110560796,10.7332460204134,126.878016667571,-39.3709885924568,32.9003911777434
sc188,5763,5775,5.51125,4.7925,5.57625,0.290320597211206,1386.28450445647,-88.170392644405,153.406895677453,-29.4107629081473,37.5235358138076
sc189,5776,5780,5.66444444444445,3.73222222222222,5.87444444444444,0.062532297394875,1590.6286114678,-202.14755466826,150.15061734105,-47.8239442898075,35.5167931865078
sc191,5783,5799,5.57588235294118,4.15176470588235,5.52,0.062557589117918,1199.69043168857,-296.479659720861,154.820055636543,-6.89389380166494,38.7656434447245
sc192,5800,5886,5.93197368421053,4.24328947368421,5.65355263157895,0.029805235320906,1802.55158678141,-277.077894604412,117.987225111616,11.8956078449058,18.2527113128916
sc193,5891,5902,5.49142857142857,3.92285714285714,5.38142857142857,0.292008088845898,1990.71681988082,-29.8865271855022,110.792860115763,-8.5207756284395,59.7457103417886
sc194,5903,5906,5.19,3.825,4.79,0.323605396771035,905.214135580598,-153.102436185315,186.731841436999,-17.9060104406029,50.247158264799
sc195,5906,5910,5.381,4.775,5.543,0.112560119435152,2998.68294911656,-106.01483204689,64.4766301135447,-14.6049529786597,73.3626381523833
sc196,5911,5916,5.665,4.38375,5.251875,0.035064534394455,1771.16586050174,-334.132775495564,117.774296221788,0.404280230899974,33.683224214531
sc197,5920,5950,5.50666666666667,4.07138888888889,5.46305555555556,0.041743893717376,1787.83828637013,-234.337727879483,125.649532437584,-17.8286113742428,28.3134484213295
sc199,5962,5970,5.9325,3.98083333333333,5.83666666666667,0.027567268696653,935.92528279142,-365.638245804572,188.676855392503,-29.5589546584065,12.5892233134309
sc201,5977,6060,5.37294642857143,4.13133928571429,5.46035714285714,0.032113184109846,2002.80134240487,-286.798052899268,114.035568829883,-37.2214059840459,40.223264965849
sc203,6065,6083,5.67714285714286,3.87392857142857,5.75392857142857,0.047426522120975,1072.81740127803,-312.696816880265,172.859359704626,-29.2410596224311,30.1525698307415
sc204,6085,6093,5.75184210526316,4.27657894736842,5.64171052631579,0.068154370897359,1380.77506283755,-216.704999200547,155.00335653382,-47.7946465455985,16.6380540591993
sc205,6163,6302,5.81579617834395,4.13910828025478,5.7175796178344,0.061407698622201,2626.36603109913,-154.015540171108,84.1730905668137,-11.1405475647935,33.0483863755048
sc206,6303,6307,5.10608695652174,3.98086956521739,5.05782608695652,0.188806487383062,1962.60473537335,-20.5149906906992,118.201794742886,-26.1496450668806,41.4431544620428
sc207,6308,6320,5.37884615384616,4.28115384615385,5.405,0.052501377152352,1526.71145325593,-207.178666556306,151.013382000964,-52.5080018428269,26.2066202107616
sc209,6321,6330,5.57692307692308,4.13692307692308,5.17692307692308,0.212327374968261,1964.46569836369,-56.1336715183373,114.763433622466,-14.6258814495568,57.4527369315394
sc210,6331,6333,5.29571428571429,4.54857142857143,5.62571428571429,0.159163012946168,1628.56188496073,-103.698392391749,134.098962464061,-23.645245167667,63.0934518550918
sc211,6333,6335,5.3225,4.02,5.19,0.095499633211416,1880.26829871806,-134.61167297413,120.995416496965,-40.223333136329,48.4183568263319
sc212,6334,6336,5.23444444444445,4.63888888888889,5.58333333333333,0.129176630059148,1792.52514439999,-110.202574162419,128.513492691802,-37.0667893790235,22.6283628484143
sc213,6337,6339,5.332,4.23,5.378,0.109139575450077,1868.08751867868,-116.550704802786,123.577354652069,-35.5255572343262,38.0125558066293
sc214,6339,6341,5.985,4.175,5.125,0.110501729467214,1825.37208857659,-124.296988335217,122.652049700466,-39.0653555164919,36.8056061330138
sc215,6342,6344,5.422,4.148,5.39,0.138781749757958,1772.83651778621,-114.230799127935,123.669918554985,-13.5863028762917,54.1414777066
sc216,6344,6346,5.432,3.876,5.668,0.136388734425173,2178.96991100006,-102.408803045961,106.740485508828,-13.7829389670168,58.0216859784009
sc217,6347,6349,4.04,4.46666666666667,4.07333333333333,0.123921363795699,3177.61925584998,-60.2989123615131,61.1739849946185,10.1214923570051,47.8388345786071
sc218,6349,6351,5.205,4.34166666666667,4.745,0.115468676963171,3744.06367749382,-42.4217989880046,38.8869610841813,8.36944252620546,35.4537844015211
sc219,6352,6354,5.75666666666667,3.83,5.42666666666667,0.136629491059143,1564.20109597166,-103.679512951902,144.318889304469,-43.0191984461296,32.2556967386182
sc220,6354,6356,6.05,4.86,5.67,0.150863001085956,1648.83898608806,-111.028866949177,138.609227953447,-53.4830534303186,23.1141014775614
sc221,6357,6359,5.39,4.4,5.38,0.221618361576844,1618.14830319505,-32.6521915941194,138.839185140705,-17.2405758867658,20.5408680350072
sc222,6359,6361,5.575,3.74,5.405,0.203518973222549,1736.9625580087,-50.7185793299658,125.876600841503,-10.2080435780584,34.1188159479436
sc223,6362,6364,5.53636363636364,3.89909090909091,5.37772727272727,0.168337909220065,1479.01363459497,-105.001868651929,148.80414611728,-43.2384235057578,25.4950093015739
sc224,6364,6366,5.64333333333333,4.525,5.3525,0.129883746609513,1844.29953960691,-94.3465716997846,125.426921599318,-26.3435631041352,38.7114979047445
sc225,6367,6369,4.93666666666667,6.63,5.37333333333333,0.446586063922529,1220.66772159053,-25.5062096306058,164.629416858115,-13.542664005113,20.4405475564531
sc226,6369,6371,5.59047619047619,4.33619047619048,5.09809523809524,0.130477147111001,1928.27696154057,-89.628150271931,117.581944091109,-5.7804834750283,32.3178385811165
sc227,6372,6374,5.964,4.985,5.781,0.132194418474008,1858.25255600116,-97.2665014422084,121.372277825294,-13.25202746708,26.6455749091363
sc228,6374,6376,5.335,4.2675,5.348125,0.097717502106868,1833.81918611226,-121.422301812522,124.107812811662,-23.8251582749799,39.6593513153435
sc229,6377,6379,5.4525,4.16416666666667,5.12166666666667,0.204037811452312,1818.43228714175,-30.5396976751224,127.100813067481,-16.5562410694,26.4844558659504
sc230,6379,6381,5.14916666666667,4.79833333333333,5.19916666666667,0.225547770080083,1645.67491313406,-24.6127301625003,138.887401439765,-29.7786031341056,33.6865667183647
sc231,6382,6384,5.21769230769231,4.70923076923077,5.35769230769231,0.258950628924025,2121.36853816553,16.2392101317078,122.175236771054,-76.3736259976457,50.0995660203447
sc232,6384,6386,5.088,4.16666666666667,5.062,0.265108170546986,1695.31863303287,-0.737703588028284,149.078290708109,-69.1009443258366,46.1481637654414
sc233,6387,6389,4.99333333333333,4.69,4.8,0.33454546801413,1398.74175895558,-1.88927228484016,162.326985989631,-41.2000444832199,32.077643781176
sc234,6389,6391,4.64,5.09333333333333,5.51333333333333,0.35909324888233,1466.49934373897,4.88206208121389,169.225157459899,-60.2904275169988,43.1882042480985
sc235,6392,6394,4.4,5.2725,4.9525,0.139949546632315,1554.9742119355,-125.699495459001,154.050976429887,-63.0422633106126,16.5481243289367
sc236,6394,6396,4.2425,5.245,4.7,0.192529693071858,1393.63379299307,-118.469165083959,173.515365174337,-61.0321121868324,24.487300438327
sc237,6397,6399,4.85363636363636,4.74909090909091,5.02090909090909,0.251874290258393,1913.85199387463,0.282755872050219,122.460307414573,-52.1130616856694,46.3393816046396
sc238,6399,6401,4.54,4.855,4.65375,0.140334251093453,1814.0037239379,-72.224642956648,132.299626672896,-26.0178058478906,37.0969005129558
sc239,6402,6404,5.189,4.351,5.164,0.1415462335394,2017.64289564483,-82.4013070127828,122.148969709412,-18.7436078850726,34.1834379757321
sc240,6404,6406,4.925,5.035,5.015,0.339586091862996,1854.66195154013,15.7086424288716,125.334088880758,-37.1068352162893,42.0427142279508
sc241,6407,6409,7.32,5,7.16,0.479999216429787,1453.42411238147,37.5588183918813,146.639983087746,-21.4513247676253,36.6342177938124
sc242,6409,6411,5.56333333333333,4.05666666666667,5.35166666666667,0.232001828760834,1416.78561484818,-50.1281301572841,156.878140866033,-33.1396982355555,30.6399307482563
sc243,6412,6414,4.992,4.452,5.154,0.1268522661171,2123.89084708645,-84.0718543471376,105.281649895819,-24.8502672906863,33.2556645865721
sc244,6414,6427,5.11904761904762,3.81142857142857,5.13904761904762,0.135692190928955,1646.13352841379,-124.712754572331,129.3044756154,-9.75139884808582,36.8277160237535
sc245,6416,6429,5.22652173913044,4.53304347826087,5.38652173913043,0.106095132709763,1548.01381700622,-148.641477366186,135.637367479909,-10.479260999511,37.3513404657407
sc246,6419,6432,5.54571428571429,4.00714285714286,5.24,0.143846276866979,1609.35370164212,-115.322068714866,137.311770169993,-20.954604033109,34.2318156749192
sc247,6430,6436,5.3225,4.4125,5.40083333333333,0.142424530130995,1949.61208370339,-80.621163612158,121.280273931,-46.566105410325,34.7490030832213
sc248,6432,6438,5.32,3.6575,5.0825,0.107741662741915,2087.13567091494,-101.419016253192,110.395936550015,-32.7416028957376,37.4544910565913
sc249,6435,6441,5.10454545454545,4.81272727272727,4.71090909090909,0.171704840875484,1972.38857743845,-66.16031624801,118.726592718034,-29.0251501691863,38.5308455979358
sc250,6437,6443,5.73153846153846,4.53846153846154,5.42692307692308,0.216036799519547,1768.67158758091,-46.5397531126232,131.957438895627,-31.148377956053,40.7593620366553
sc251,6440,6446,5.25166666666667,4.28666666666667,5.02666666666667,0.300088997774607,1662.9738107626,1.79802688500318,140.268148223229,-45.2050526738766,50.8019999657447
sc252,6442,6448,4.61555555555556,5.34555555555556,4.93666666666667,0.250203972176066,1863.24392043197,-15.5525739534334,129.541910605015,-50.1151771299867,51.3082910227857
sc253,6445,6451,4.88333333333333,4.50666666666667,4.80888888888889,0.186965627644385,1977.4638523473,-46.132842905727,121.459879904328,-46.34129573991,41.2689252769749
sc254,6447,6453,5.401,3.989,5.31,0.157274779074761,1898.24661153476,-66.4493611372802,128.267183121102,-45.0813661886314,39.4901384965811
sc255,6472,6478,5.69133333333333,3.92133333333333,5.31933333333333,0.114222954881287,1538.37873065967,-131.80989424911,151.147012861664,-44.6165935256929,34.0906211799571
sc256,6474,6480,5.20875,3.845,5.44125,0.086423415761385,1696.461897807,-145.837167320781,140.68719555763,-31.7803957668987,29.302529320088
sc257,6477,6483,5.67529411764706,4.15352941176471,5.47411764705882,0.116643727613461,1812.8380284019,-120.941341439611,133.410382856454,-31.8056830313743,30.724031753226
sc258,6479,6485,5.09263157894737,4.09526315789474,5.09263157894737,0.172104056340032,1854.48032862367,-78.0173006347531,128.701851015012,-53.9033056568333,24.7250569824221
sc259,6482,6488,5.18625,4.20375,5.26125,0.197715581291259,1686.83018796999,-66.6865435484756,143.655142015002,-64.9928197661988,25.6783120889751
sc260,6484,6490,5.93666666666667,3.31333333333333,6.03666666666667,0.262361585614739,1952.19383198426,-26.4261402869563,128.585467339125,-56.5491679655702,36.1314328722848
sc261,6487,6493,5.55857142857143,3.82142857142857,5.36142857142857,0.241006004641254,2489.66673768552,-10.769954088034,94.7892752475724,-40.8601434462834,51.888232523743
sc262,6489,6495,5.17,4.21,5.76,0.184589020443538,2537.33883249842,-19.9792367232226,92.0420627442709,-42.0893758975319,59.0866070980761
sc263,6492,6498,4.86636363636364,4.25818181818182,5.08545454545455,0.16873071387454,2156.83536274085,-47.2161239763988,113.147497622614,-34.8072473092263,45.1315697475683
sc264,6494,6500,5.188,3.928,5.694,0.173531221830401,1822.02059186699,-62.5413513575874,138.126928599783,-37.2958440739017,37.9867103925616
sc265,6497,6503,5.65857142857143,3.86285714285714,5.58142857142857,0.206795168936741,1967.09139541889,-50.1205719249167,134.376959929526,-40.2220674589382,46.067980554084
sc266,6499,6505,5.01428571428571,4.34142857142857,5.18428571428572,0.2375778324789,2329.75953084609,-14.864501144122,105.444369051344,-41.2253550010399,53.7248919960893
sc267,6502,6508,4.86,4.27,4.9675,0.260108174132929,2156.05178724792,-6.09694117936964,113.640221341705,-48.3444797896437,49.8560215768875
sc268,6504,6510,4.88,4.30111111111111,5.10888888888889,0.204618942311303,1985.16487493734,-37.2820671284992,121.75705241891,-44.990599672486,41.1186806470288
sc269,6507,6513,5.48944444444444,3.86277777777778,5.52833333333333,0.180764086429236,1903.49842253209,-63.3023925733576,126.504243509526,-43.5851458938518,39.2788227839703
sc270,6509,6515,5.17,3.84,5.9725,0.331223142120219,1569.05878475675,-17.8024299184596,148.789682892895,-42.5691412525633,34.464632152154
sc271,6512,6518,5.25833333333333,4.40166666666667,5.305,0.259188265784477,1644.71017859471,-56.4062053652304,140.54743573405,-31.8832428524246,35.7152043040664
sc272,6514,6520,5.76,4.23333333333333,5.94333333333333,0.16540443480434,1657.5256085761,-96.3965257505796,139.932119431362,-34.8147007813622,35.9784422405623
sc273,6517,6523,5.33111111111111,4.69777777777778,5.67555555555556,0.083042786803129,1574.68367707226,-153.447620934803,145.171767833959,-41.3195357772629,39.4455487792987
sc274,6519,6525,4.715,4.795,5.04,0.10043142599482,1392.57273687048,-150.540844930856,157.220960292883,-39.9447186315315,37.4239832765505
sc275,6522,6528,5.33818181818182,4.09272727272727,5.40818181818182,0.129572396996874,1488.91946699477,-134.704433583492,155.525590544634,-51.4478814534332,22.819680276376
sc276,6524,6530,5.29666666666667,4.1,5.49333333333333,0.126687416155292,1703.56994685403,-128.595577256346,141.423560295063,-52.0316508929713,19.195289759641
sc277,6527,6533,5.17214285714286,4.205,5.235,0.146227696801048,2234.30972808282,-64.8875949821692,104.303316735529,-40.2900664371042,23.4690793293766
sc278,6529,6535,5,4.61166666666667,5.39333333333333,0.255416205298249,2200.60009858521,-10.4741924731686,109.581129618638,-46.2964027418563,30.1326374679203
sc279,6532,6538,5.17444444444444,4.61222222222222,5.23111111111111,0.30703066011394,2305.20238300238,16.7029496033292,103.865286410728,-47.3552021595646,43.5555332948404
sc280,6534,6540,4.68,5.515,4.62,0.262279440448948,2422.36810793052,-3.16898144617632,95.7376463576219,-43.8135767385149,50.9038900763006
sc281,6537,6543,5.71,4.48,5.685,0.160987697814428,2476.34645771121,-69.0201086084222,89.1462015915188,-44.925293991671,50.4426977882454
sc282,6539,6545,5.63666666666667,4.21666666666667,5.39333333333333,0.14285920543229,2140.05011287678,-104.284768190939,118.088545315644,-54.0308968297114,41.6479466051808
sc284,6544,6550,4.45,4.5,4.45,0.136290507750559,1694.36001072459,-117.238353708355,150.028869835537,-56.1223335276653,24.5991529904042
sc285,6547,6553,5.29125,4.795,5.86875,0.170709061677097,1854.91677630199,-52.7534680443772,125.344147321034,-43.5869941227028,35.2394114996867
sc286,6549,6555,5.70333333333333,3.74222222222222,5.65,0.198526897737316,1854.49515596688,-30.7625099461914,125.521551838435,-42.5148782832414,38.4672796700246
sc287,6552,6558,7.18,4.235,6.18,0.141502723561379,2055.96242393537,-70.2224513230902,110.046295065472,-29.4993147014214,41.2403111023009
sc288,6554,6560,5.28692307692308,4.44384615384615,5.57230769230769,0.122358102534447,2137.23562862486,-87.2551163438471,103.474423552375,-35.2712489791011,42.031691483952
sc289,6557,6563,5.603,5.203,5.202,0.113803635243127,2268.69556937728,-90.2318508303232,101.058300726538,-54.0883115550965,46.05527400986
sc290,6559,6565,5.61142857142857,4.43142857142857,5.11285714285714,0.245633938404491,2130.46868680776,-34.789890494929,110.302084445846,-50.9835411973606,45.4394992974081
sc291,6562,6568,5.63375,4.34125,5.35375,0.263330815257875,1687.00447099791,-48.2937082809497,139.709910867381,-37.118548788464,39.7644596930569
sc292,6564,6570,5.30333333333333,4.25111111111111,5.19222222222222,0.19249017952347,1587.2416168869,-94.0711089657728,145.025749162755,-31.0082025561946,37.339061357365
sc293,6567,6573,4.93777777777778,4.47666666666667,5.10555555555556,0.129575517929343,1780.2192988918,-116.495736902978,128.348689671996,-16.0174810984901,36.8173585513299
sc294,6569,6575,5.275,3.89166666666667,5.70666666666667,0.140659233918612,1752.18607074018,-125.71096169962,137.117282698212,-29.8752176545185,27.0011309399856
sc296,6574,6580,5.48071428571429,4.14428571428571,5.19571428571428,0.155251930145378,1718.65501385283,-128.728993271784,158.278997469287,-85.4735607938618,23.5771398039459
sc297,6577,6583,5.17909090909091,4.66181818181818,5.23909090909091,0.086100299669377,1915.64941431545,-171.588853173181,129.527644365198,-56.6164321303986,28.0075847229028
sc298,6579,6585,5.55727272727273,4.51363636363636,5.62090909090909,0.130003653525414,1790.57032507882,-150.621865678574,133.050491883728,-42.2216589534397,29.0173630797677
sc299,6582,6588,5.04555555555556,4.14777777777778,5.08111111111111,0.265364848707124,1572.9253537623,-55.7069024720226,148.231160388002,-38.0664987628657,36.9573459477126
sc300,6584,6590,4.776,4.704,5.066,0.339777498997267,1517.1102551309,4.26928810980164,158.620313923311,-52.0259395810859,32.956706019672
sc301,6587,6593,6.1925,4.33,6.075,0.172005022681915,1860.81846504179,-77.7383172578638,124.352014541527,-20.0717617142117,20.6164915588535
sc302,6589,6595,5.6052380952381,4.25666666666667,5.70047619047619,0.142835143936569,1822.21683675201,-107.870204502463,121.950410880158,-10.8718755722097,16.5148260381406
sc303,6592,6598,5.63,4.228,5.348,0.145019061037301,1837.95132294194,-104.188769308375,120.354877976399,-12.6541946253471,25.4644874989191
sc304,6594,6600,6.077,4.46,6.066,0.273935827967535,1763.50877788326,-41.3765497430708,129.137555331057,-24.4863714116638,37.598548688833
sc305,6597,6603,5.51045454545455,4.26,5.48636363636364,0.301236119786043,1758.26198398748,-40.3597853606266,129.232818580276,-24.3974864408977,35.7942949658984
sc306,6599,6605,5.49,4.35666666666667,5.37166666666667,0.200092906095865,1644.76225376694,-117.129390165633,140.279568106383,-45.3693590558957,17.7187548387678
sc307,6602,6608,5.63,3.27,5.1,0.085911319097262,1625.99502562195,-219.055297932782,150.058141576599,-83.1677734647501,-14.1914287636537
sc308,6604,6610,5.41727272727273,4.01909090909091,5.22727272727273,0.145290737367858,1647.25728263489,-172.159999216682,149.438638798956,-84.9306177517352,-0.824753056303699
sc309,6607,6613,5.24857142857143,4.45857142857143,5.48285714285714,0.211200085660151,2190.09055188308,-54.0757467257279,108.980624149574,-35.1794086779903,30.5519916890762
sc310,6609,6615,5.26666666666667,4.37166666666667,5.15333333333333,0.190885837118066,2147.57662300667,-57.7573040754444,106.14852845072,-18.5578308169795,34.9139125099187
sc311,6612,6618,5.82,4.41571428571429,5.83428571428571,0.085723210517299,1953.01007979911,-120.468618110511,111.59938850721,-9.95722862543796,34.7525841094791
sc312,6614,6620,6.2425,4.7575,5.505,0.091468180791363,1741.37432352836,-116.946353180761,123.069780744211,-17.8032434182498,35.5273587930133
sc313,6617,6623,6.162,4.29,5.27,0.102397701715395,1716.84012884515,-128.052414481023,120.681455869578,0.502801593685726,40.4633986545844
sc314,6619,6625,6.14,4.055,5.55,0.133131793348199,1707.03167408545,-119.590482542605,120.512859872188,9.69796778299678,41.034132163417
sc315,6622,6628,5.242,3.78,5.004,0.160718773380023,1706.78128324059,-118.641334474627,120.572431805143,7.0114772190804,38.5539125739805
sc316,6624,6630,6.05,5.21333333333333,5.99333333333333,0.115669752565687,1885.27320529773,-139.818781002057,115.271465360963,-8.60353529748801,31.7542527880879
sc317,6627,6633,6.05777777777778,4.44555555555556,5.86111111111111,0.142360028323819,1988.49449292402,-106.987252279276,124.699781637347,-51.4939586979505,32.4638676442153
sc318,6629,6635,5.39666666666667,4.405,5.355,0.122998217739753,2027.14340649148,-111.685752331026,126.272653530333,-76.1249162343856,37.7607962847952
sc319,6632,6638,6.0675,3.94,6.4325,0.098102167410248,2154.75953840985,-112.231236030084,113.291788942053,-76.2250888467518,35.2679274759087
sc320,6634,6640,5,4,6,0.107039183873357,2087.04106314316,-105.03833623857,115.712947588165,-80.4302401756413,31.1907643377153
sc321,6637,6643,5.54666666666667,5.02333333333333,5.89333333333333,0.130847695508291,2357.01452330086,-81.6540847512942,100.053413512596,-59.9442816335945,51.901014548204
sc322,6639,6645,5.85,5.164,5.722,0.233469316193639,2165.43037372154,-38.1242742262067,111.715103376903,-49.2857868248514,54.5942021965114
sc323,6642,6648,5.965,4.755,5.5625,0.299441710089562,1863.29866869449,-9.42970131793782,126.50708570033,-32.0126941963388,44.9149345038984
sc324,6644,6650,5.8525,4.6775,5.585,0.316308718933121,1907.31764954766,-26.5158726933547,120.619349304176,-6.75270100505288,31.7870528418221
sc325,6647,6653,4.51,4.72833333333333,4.99833333333333,0.196327942846435,2226.22488239345,-88.5007437495907,95.3563643289754,10.0762588120655,38.3838106661423
sc326,6649,6655,5.96666666666667,4.35,5.37333333333333,0.171763940975666,2039.24695764813,-103.060124012302,107.584535660536,-13.9286185813829,31.9271805551339
sc328,6654,6660,5.37833333333333,4.54277777777778,5.18888888888889,0.236059449452348,1826.32812929242,-54.3989737717297,136.024499494946,-45.2716513084725,36.9517015033622
sc329,6657,6663,3.83,6.435,4.475,0.18622099356208,2036.2779441646,-95.8892641856451,118.9695046004,-30.5865837358249,49.3925514316691
sc330,6666,6684,5.22896551724138,4.20655172413793,5.34448275862069,0.069885372431252,1527.94266419171,-269.946636175158,131.836708101734,-6.89690827182537,37.1010533388637
sc331,6668,6686,5.87833333333333,4.735,5.43166666666667,0.038062351017161,1607.96980906883,-293.053994865127,124.720365049924,-2.10451465323349,37.7193988779905
