"Movie","Valence","ArousalGenre"
"10-things-i-hate-about-you","5.76657921811","4.07077417695","Comedy"
"12-and-holding","5.65219445139","4.02454886278","Drama"
"12-monkeys","5.53820886551","4.04376558978","Drama"
"12-years-a-slave","5.62131189614","4.02212560386","Drama"
"127-hours","5.62058767773","3.98481279621","Drama"
"1492-conquest-of-paradise","5.68868089431","3.9898495935","Drama"
"15-minutes","5.52915722121","4.07998354662","Crime"
"17-again","5.73534464475","4.00332449629","Drama"
"187","5.53340181818","3.99266909091","Drama"
"2012","5.68377476352","4.04554345886","Action"
"30-minutes-or-less","5.54797195622","4.20561046512","Action"
"42","5.71029491587","3.94870454134","Drama"
"44-inch-chest","5.64088243586","4.08951790245","Crime"
"50-50","5.6944004171","4.07482377477","Drama"
"500-days-of-summer","5.87013243243","4.06545675676","Drama"
"8mm","5.59855483681","3.94045574831","Thriller"
"a-dry-white-season","5.62261280447","3.98803407427","Drama"
"a-few-good-men","5.56100364674","3.96243856033","Thriller"
"a-most-violent-year","5.69302603424","3.94734843081","Crime"
"a-nightmare-on-elm-street","5.56474440895","4.02003549876","Mystery"
"a-perfect-world","5.5943793911","4.00478253597","Crime"
"a-walk-to-remember","5.80034054974","3.94009243493","Romance"
"above-the-law","5.45198696495","4.0443086137","Action"
"absolute-power","5.67523883495","4.01389514563","Drama"
"adaptation","5.76031711772","4.0467192429","Drama"
"affliction","5.59506504065","4.07955284553","Drama"
"after-school-specia","5.79593700431","4.0913097666","Comedy"
"after.life","5.50282775769","3.90674728752","Thriller"
"airplane-2-the-sequel","5.58235233798","4.01492821985","Sci-Fi"
"airplane","5.72350049407","4.02216650198","Romance"
"ali","5.61047922849","4.08984421365","Drama"
"alien-3","5.5413601741","3.91484657236","Drama"
"alien-nation","5.50601229088","4.01829293274","Drama"
"alien-resurrection","5.46729083665","4.07265537849","Action"
"alien-vs.-predator","5.4174321608","4.0248559464","Horror"
"aliens","5.41250612745","4.04875153186","Action"
"all-about-steve","5.67397098646","3.9835106383","Comedy"
"alone-in-the-dark","5.46718983256","3.97943715957","Action"
"amadeus","5.7820233513","4.04660379779","Drama"
"amelia","5.82800358423","4.0033046595","Drama"
"american-beauty","5.71912247325","4.05393103448","Drama"
"american-gangster","5.64182452945","4.03699301761","Drama"
"american-hustle","5.78563054765","4.09928152738","Drama"
"american-madness","5.7132987383","3.9702035002","Drama"
"american-psycho","5.65550425818","4.01133572389","Drama"
"american-shaolin-king-of-kickboxers-ii","5.65332968237","3.96834246075","Action"
"american-sniper","5.53766101695","4.10097457627","Action"
"american-splendor","5.73479429251","4.02434720571","Drama"
"american-werewolf-in-london","5.56144490934","4.08058856346","Comedy"
"amour","5.7609886059","3.88439343164","Romance"
"an-education","5.87848943887","3.980087476","Drama"
"analyze-that","5.63839448521","4.10033800311","Crime"
"analyze-this","5.6938772578","4.07240968801","Crime"
"angel-eyes","5.70125472022","4.03976313079","Romance"
"anna-karenina","5.79972093023","3.96961717352","Drama"
"annie-hall","5.83243890597","3.99369315423","Romance"
"anonymous","5.68854662973","4.06278301016","Drama"
"antitrust","5.67862122386","3.93009101472","Thriller"
"antz","5.52143488943","4.07119410319","Fantasy"
"apocalypse-now","5.51677787091","4.09394132439","Action"
"april-fool's-day","5.67303440367","3.94457568807","Comedy"
"arbitrage","5.71966120219","4.00410928962","Thriller"
"argo","5.65947586543","3.97622623111","Thriller"
"armageddon","5.49988239686","4.0481948852","Thriller"
"army-of-darkness","5.33527235355","4.07351832819","Horror"
"arthur","5.73133429276","4.09646792763","Comedy"
"as-good-as-it-gets","5.74063970285","4.04883821709","Drama"
"assassins","5.62962648557","4.00596113941","Thriller"
"august-osage-county","5.73435665914","4.01057750188","Drama"
"austin-powers---international-man-of-mystery","5.63994626168","4.10704439252","Comedy"
"austin-powers---the-spy-who-shagged-me","5.70454136928","4.12590536611","Comedy"
"authors-anonymous","5.93540318907","3.91877676538","Comedy"
"autumn-in-new-york","5.76533824385","4.0178988176","Drama"
"avatar","5.55608363434","4.08358988608","Adventure"
"babel","5.54874275362","4.07769202899","Thriller"
"bachelor-party","5.81014122534","4.10128971963","Comedy"
"backdraft","5.47913475405","4.05848101266","Drama"
"bad-boys","5.62089798412","4.06497047445","Comedy"
"bad-country","5.42087857626","3.99621311106","Crime"
"bad-day-at-black-rock","5.48089533933","3.97601390025","Drama"
"bad-dreams","5.57149727768","4.02269056261","Thriller"
"bad-lieutenant","5.57549171271","4.20019521179","Crime"
"bad-santa","5.6027417487","4.06121598147","Comedy"
"bad-teacher","5.8145763873","4.00766841745","Comedy"
"badlands","5.70015022861","3.93566949706","Thriller"
"bamboozled","5.77177812439","4.08531487619","Comedy"
"basic-instinct","5.56772415483","4.15666095051","Crime"
"basic","5.47672153953","4.06662415952","Thriller"
"basquiat","5.75954262988","3.95679592344","Drama"
"batman-2","5.53916155692","3.98367901893","Thriller"
"batman","5.51875734158","4.04039567233","Fantasy"
"battle-los-angeles","5.44871862616","4.05223778071","Sci-Fi"
"bean","5.70204817475","3.93436864153","Comedy"
"beasts-of-the-southern-wild","5.67172489684","4.04466850069","Fantasy"
"beavis-and-butt-head-do-america","5.61257126404","4.06038295422","Animation"
"beginners","5.84040283688","4.01978723404","Romance"
"being-human","5.75227099896","3.98260744325","Fantasy"
"being-john-malkovich","5.69440976039","4.05110793581","Fantasy"
"being-there","5.76756950367","3.88316732048","Comedy"
"belle","5.70062881701","3.97346301742","Drama"
"beloved","5.84725942923","3.97516133658","Drama"
"big-eyes","5.76485443466","4.07625592417","Crime"
"big-fish","5.74435893011","4.00139430544","Adventure"
"birdman","5.69664586269","4.06783370244","Drama"
"birthday-girl","5.67484989083","3.93635098253","Crime"
"black-rain","5.55070883989","3.94484030497","Crime"
"black-snake-moan","5.64649982438","4.03995785037","Drama"
"black-swan","5.64679364209","4.01074815018","Drama"
"blade-runner","5.65829302736","3.96680494263","Sci-Fi"
"blade-trinity","5.46386817832","4.07204650269","Action"
"blade","5.44877069834","4.0844600432","Action"
"blood-and-wine","5.69131165195","3.95255222916","Crime"
"blood-simple","5.57349709784","3.84127694859","Drama"
"blue-valentine","5.7320035461","3.94825132979","Drama"
"blue-velvet","5.69938386985","3.99501903773","Mystery"
"bodies,-rest-&-motion","5.7096868349","3.98177257525","Drama"
"body-heat","5.70653846154","3.94791522763","Crime"
"body-of-evidence","5.60272122422","4.06226214238","Thriller"
"bodyguard","5.72627353109","3.98837706788","Drama"
"bonfire-of-the-vanities","5.67247954917","4.02948373023","Comedy"
"boogie-nights","5.84716074388","4.09039771681","Drama"
"boondock-saints-2-all-saints-day","5.48050495427","4.10293254573","Action"
"bound","5.62797447013","4.07929913295","Drama"
"boyhood","5.93722422062","4.03965677458","Drama"
"braveheart","5.55067535731","4.0962713994","Drama"
"breakdown","5.47968844221","3.93923819095","Thriller"
"brick","5.59766604206","3.91935873412","Mystery"
"bridesmaids","5.9062315868","4.09443035614","Comedy"
"bringing-out-the-dead","5.51415381073","4.04811650933","Drama"
"broken-arrow","5.46747855472","4.10756693527","Adventure"
"broken-embraces","5.7332655542","3.94718421925","Drama"
"bull-durham","5.7129798404","4.12015329693","Drama"
"buried","5.55368396115","4.00426676143","Mystery"
"burlesque","5.79691473838","4.01013341672","Romance"
"burn-after-reading","5.67032657658","3.96475900901","Comedy"
"burning-annie","5.77456492335","4.02369702435","Romance"
"cable-guy","5.72516485611","4.06105202973","Comedy"
"candle-to-water","5.52558653846","4.13160096154","Drama"
"capote","5.72062086514","3.89596946565","Crime"
"carrie","5.66836998706","4.02447606727","Horror"
"cars-2","5.67702858409","4.03255262575","Adventure"
"case-39","5.59160391856","3.95731079524","Mystery"
"casino","5.68295206367","4.06993522117","Crime"
"cast-away","5.69660442829","4.00079147389","Adventure"
"catwoman","5.57740422045","4.00554599467","Action"
"cedar-rapids","5.76692071415","4.04717988098","Comedy"
"celeste-&-jesse-forever","5.86374669551","4.07207402067","Comedy"
"cellular","5.53211255221","4.07163332601","Drama"
"changeling","5.58630049806","4.0029676259","Drama"
"chaos","5.58230010661","4.02586620469","Drama"
"charade","5.6445081562","3.9036892404","Comedy"
"charlie's-angels","5.64375334569","4.01206094297","Comedy"
"chasing-sleep","5.65657036347","3.90375349487","Thriller"
"cherry-falls","5.56610651974","4.108859045","Thriller"
"chinatown","5.68185921248","3.89488484398","Mystery"
"christ-complex","5.70105878187","4.08630665722","Fantasy"
"chronicle","5.65108561559","4.06523069331","Sci-Fi"
"cirque-du-freak-the-vampire's-assistant","5.54348344643","4.01664610323","Thriller"
"citizen-kane","5.73017010778","3.92783274899","Drama"
"city-of-joy","5.74440041866","4.03225328947","Drama"
"clash-of-the-titans","5.53739199681","4.10327095361","Adventure"
"clerks","5.6602962963","4.05856851852","Drama"
"cliffhanger","5.4689468448","4.08166003411","Action"
"cobb","5.5965720636","4.18162762865","Drama"
"code-of-silence","5.50584611639","4.01254443633","Action"
"cold-mountain","5.59644374508","4.00602045633","War"
"collateral-damage","5.47786494538","4.08096491228","Thriller"
"collateral","5.53778300113","4.02581797668","Thriller"
"colombiana","5.63700119679","3.95236963584","Action"
"commando","5.47916335878","4.00723664122","Action"
"conan-the-barbarian","5.41073051643","4.15091079812","Action"
"confessions-of-a-dangerous-mind","5.66466157002","4.11973149357","Crime"
"confidence","5.66455930138","4.05190089358","Drama"
"constantine","5.53485692484","3.96364937047","Thriller"
"coraline","5.75773333333","3.91757083333","Family"
"coriolanus","5.43334720571","4.18599881094","Drama"
"cowboys-&-aliens","5.51869327631","4.07342599192","Thriller"
"cradle-2-the-grave","5.56300821918","4.05752054795","Action"
"crank","5.49334782609","4.08905263158","Action"
"crash","5.51101304145","4.02085468095","Thriller"
"crazy,-stupid,-love","5.8434728759","4.02538270993","Drama"
"crazylove","5.79219448095","3.93093298292","Drama"
"creation","5.68130224692","3.93708383668","Drama"
"crime-spree","5.61749768132","3.97514932295","Crime"
"croupier","5.69912556054","3.99756103637","Drama"
"cruel-intentions","5.76873603923","4.07558975756","Drama"
"custody","5.79103145796","3.97988203267","Comedy"
"dallas-buyers-club","5.48550632911","4.05237927801","Drama"
"dances-with-wolves","5.61524211299","3.98873807777","Drama"
"dark-city","5.46090546602","3.87961953813","Thriller"
"darkman","5.48391033852","4.04188289113","Crime"
"date-night","5.70672531769","3.95289100684","Crime"
"dave-barry's-complete-guide-to-guys","5.74918795375","3.96968271041","Comedy"
"day-of-the-dead","5.45884361893","4.03293189535","Drama"
"dead-poets-society","5.7876884307","3.95781901489","Drama"
"deadpool","5.54609973647","4.06702615042","Comedy"
"dear-white-people","5.75387550201","4.05041276216","Drama"
"death-at-a-funeral","5.59618843142","4.00266986613","Comedy"
"death-to-smoochy","5.69245265674","4.11318808605","Comedy"
"deception","5.63580498866","3.93879120879","Crime"
"deep-cover","5.56352953767","4.18660744863","Crime"
"defiance","5.57984746938","4.11157383869","War"
"despicable-me-2","5.7315629742","4.08183611533","Comedy"
"detroit-rock-city","5.61237841331","4.04936823396","Musical"
"devil's-advocate","5.63873325679","4.08601798699","Drama"
"devil-in-a-blue-dress","5.62837483368","3.99764873598","Thriller"
"die-hard-2","5.50435647848","4.03407743889","Action"
"die-hard","5.52912075885","4.02459503831","Thriller"
"diner","5.77668571429","3.97265714286","Comedy"
"disturbia","5.68063983903","3.83916096579","Thriller"
"dog-day-afternoon","5.6019801822","4.08862713761","Drama"
"dogma","5.61847088395","4.07993855607","Fantasy"
"double-indemnity","5.62373239437","3.86842196033","Film-Noir"
"drag-me-to-hell","5.64922396857","3.93364440079","Horror"
"drive-angry","5.4574595843","4.08896843726","Crime"
"drive","5.67118340703","4.05445778059","Crime"
"drop-dead-gorgeous","5.75405528717","4.06052871712","Comedy"
"dumb-and-dumber","5.64415441176","4.02224048443","Comedy"
"dune","5.57138929889","3.98016051661","Fantasy"
"e.t","5.73750639684","3.99459874389","Sci-Fi"
"eagle-eye","5.57058202006","4.0177775788","Mystery"
"eastern-promises","5.62925811437","4.0317200265","Mystery"
"easy-a","5.75027960526","4.12226738722","Romance"
"ed-wood","5.71726827676","4.09026599217","Comedy"
"eight-legged-freaks","5.44823028238","4.14251460565","Sci-Fi"
"el-mariachi","5.56855956679","4.02281949458","Crime"
"election","5.80072231751","3.95674290071","Comedy"
"elizabeth-the-golden-age","5.68978800727","4.08371492025","Drama"
"enough","5.7218395912","4.0261964008","Thriller"
"entrapment","5.63029550132","3.96753307851","Comedy"
"erin-brockovic","5.65576319095","3.96625471106","Drama"
"escape-from-l.a","5.39203119266","4.15104220183","Sci-Fi"
"escape-from-new-york","5.51035921817","4.0604701532","Adventure"
"eternal-sunshine-of-the-spotless-mind","5.80556561922","3.96744916821","Sci-Fi"
"even-cowgirls-get-the-blues","5.62619438741","4.04791467032","Comedy"
"event-horizon","5.52010063443","3.98546488733","Sci-Fi"
"evil-dead-ii-dead-by-dawn","5.38819786229","4.04679592344","Horror"
"ex-machina","5.73350718232","3.91723756906","Drama"
"excalibur","5.61329182631","4.14538473819","Drama"
"existenz","5.63153861505","4.05103971263","Thriller"
"extract","5.71913114372","4.02713720009","Romance"
"face-off","5.47583559357","4.1388629251","Action"
"fair-game","5.64794388778","3.98465330661","Drama"
"fantastic-four","5.62320691391","4.03758852156","Adventure"
"fantastic-mr-fox","5.56275456389","3.91777281947","Family"
"fargo","5.66643855995","3.95903600119","Crime"
"fast-times-at-ridgemont-high","5.78185205993","3.98304681648","Drama"
"fatal-instinct","5.53448066841","4.026577654","Thriller"
"fear-and-loathing-in-las-vegas","5.50990432612","4.08803036606","Drama"
"feast","5.47327468487","4.00602941176","Thriller"
"ferris-bueller's-day-off","5.69820736434","4.02480620155","Comedy"
"field-of-dreams","5.7918172089","3.93776541096","Fantasy"
"fight-club","5.53350677966","4.01746779661","Action"
"final-destination-2","5.45496021735","4.05167087134","Horror"
"final-destination","5.55164120715","3.9959966468","Thriller"
"five-easy-pieces","5.756784","3.902416","Drama"
"flash-gordon","5.56953642384","4.12681843267","Fantasy"
"flight","5.63396445751","4.00192944949","Drama"
"forrest-gump","5.78075402635","3.98707540264","Comedy"
"four-rooms","5.68769483325","4.01349576637","Comedy"
"foxcatcher","5.74611082867","3.94443060498","Drama"
"fracture","5.48604128347","4.03129164112","Crime"
"frances","5.72878098128","4.00420165234","Drama"
"frankenweenie","5.65736377953","3.99208188976","Family"
"freaked","5.51972351203","4.10505487547","Comedy"
"freddy-vs.-jason","5.45057063326","4.08522442589","Fantasy"
"friday-the-13th-part-viii-jason-takes-manhattan","5.47514001986","4.0317795432","Horror"
"friday-the-13th","5.64233841303","3.94181555439","Mystery"
"fright-night-(1985)","5.53898792614","3.95987215909","Comedy"
"fright-night","5.59441248172","4.07960019503","Horror"
"from-dusk-till-dawn","5.52367439334","4.11804418689","Action"
"from-here-to-eternity","5.6377375924","4.01994456177","War"
"frozen-(disney)","5.72695091856","4.07144502331","Animation"
"frozen-river","5.63789594491","3.93071410355","Drama"
"frozen","5.64394955798","4.00633385335","Drama"
"fruitvale-station","5.74148107814","4.02569289409","Drama"
"funny-people","5.87838846737","4.14626403642","Comedy"
"g.i.-jane","5.59956411259","3.96337763878","Drama"
"g.i.-joe-the-rise-of-cobra","5.51259705489","4.09034232167","Action"
"game-6","5.62971646101","4.01350223156","Drama"
"gamer","5.5546314444","4.05593310609","Action"
"gandhi","5.54206211402","4.04079298308","Drama"
"gang-related","5.44937536148","4.09386543281","Crime"
"gangs-of-new-york","5.56786198547","4.04818886199","Drama"
"garden-state","5.77213951816","4.02992628551","Romance"
"gattaca","5.57636760427","3.93138861946","Thriller"
"get-carter","5.61185897436","3.991504884","Crime"
"get-low","5.61315125086","4.00189579986","Mystery"
"get-on-up","5.73718562874","4.0267629447","Drama"
"ghost-rider","5.40547889908","4.08946422018","Thriller"
"ghost-ship","5.54711616429","3.92949409484","Action"
"ghost-world","5.79816879893","4.00026160015","Drama"
"ghost","5.59070791629","4.03111010009","Thriller"
"ghostbusters-2","5.6411973051","4.03873724735","Comedy"
"ghostbusters","5.62845125786","3.93187106918","Fantasy"
"ginger-snaps","5.49660963906","4.02308783643","Thriller"
"gladiator","5.53944621938","4.17660099397","Action"
"go","5.55968205751","4.01084852167","Crime"
"gods-and-monsters","5.69034283585","3.98537171604","Drama"
"godzilla","5.53743148743","3.99277641278","Action"
"gone-in-60-seconds","5.59995647012","4.01974079937","Action"
"good-will-hunting","5.73651085142","4.04660916342","Drama"
"gothika","5.55113265123","3.99532938431","Thriller"
"gran-torino","5.61860968295","4.03568551842","Drama"
"grand-hotel","5.75141646489","4.0231920904","Romance"
"grand-theft-parsons","5.5343232275","3.95264502268","Drama"
"gremlins-2","5.57655467446","3.96699707846","Fantasy"
"gremlins","5.63732830385","4.01712799168","Horror"
"grosse-point-blank","5.65228467815","3.98131006346","Crime"
"groundhog-day","5.76384087791","3.97914560063","Romance"
"hackers","5.58803957947","4.09833642548","Thriller"
"hall-pass","5.90306339389","4.00708735988","Comedy"
"hancock","5.53024278095","4.03486665441","Action"
"hanna","5.65869876861","4.00426392207","Crime"
"hannibal","5.77030197848","4.07692814995","Thriller"
"hard-rain","5.57883300297","4.05398909812","Thriller"
"hard-to-kill","5.5076053898","4.05345717036","Romance"
"harold-and-kumar-go-to-white-castle","5.6305742447","4.10645382473","Adventure"
"he's-just-not-that-into-you","5.89567931964","3.99097697573","Comedy"
"heat","5.55195036056","3.97103974509","Action"
"heathers","5.60005216095","4.11103017884","Comedy"
"heist","5.75901672787","4.08066911465","Drama"
"hellbound-hellraiser-ii","5.56662112629","3.9598383872","Horror"
"hellboy-2-the-golden-army","5.55863694539","4.04725682594","Adventure"
"hellboy","5.47687163106","4.01310241565","Action"
"hellraiser-3-hell-on-ear","5.5523875296","4.01605761642","Horror"
"hellraiser-deader","5.56697387369","3.91475005143","Horror"
"hellraiser-hellseeker","5.57963837481","3.95800467986","Horror"
"hellraiser","5.59144196305","3.94899090157","Horror"
"henry's-crime","5.77107921046","4.05514227121","Crime"
"henry-fool","5.61163350976","3.95311005658","Comedy"
"her","5.93570333094","4.14082434699","Drama"
"hesher","5.58441070137","3.95096167751","Drama"
"high-fidelity","5.79941698573","4.01522102332","Drama"
"highlander","5.56243745355","3.98188258608","Action"
"his-girl-friday","5.69352168601","3.9752840562","Romance"
"hitchcock","5.74108586911","3.95829303877","Drama"
"hollow-man","5.49183435142","3.96220804887","Horror"
"honeydripper","5.72223475756","3.98544167067","Musical"
"horrible-bosses","5.55952722384","4.06567331391","Comedy"
"hostage","5.57473864456","4.02712689257","Drama"
"hot-tub-time-machine","5.76590746421","4.18450153374","Sci-Fi"
"hotel-rwanda","5.5746829791","4.03245400964","Thriller"
"house-of-1000-corpses","5.58596932757","4.09947306331","Horror"
"how-to-lose-friends-&-alienate-people","5.79623373659","4.02985619722","Comedy"
"how-to-train-your-dragon-2","5.63092983317","4.14164622179","Animation"
"how-to-train-your-dragon","5.51384324204","4.0977844578","Adventure"
"hudson-hawk","5.55047743379","4.05298396121","Adventure"
"human-nature","5.72604705384","4.08719160661","Comedy"
"i'll-do-anything","5.80815236739","4.04078497686","Drama"
"i,-robot","5.50582833853","3.97848237833","Action"
"i-am-number-four","5.58565865783","4.02393123447","Sci-Fi"
"i-am-sam","5.83260844964","3.94913617503","Drama"
"i-love-you-phillip-morris","5.67687829475","3.99377950951","Romance"
"i-spit-on-your-grave","5.54617341296","4.01388852024","Thriller"
"i-still-know-what-you-did-last-summer","5.63564114391","3.99768911439","Horror"
"in-the-bedroom","5.70557452792","3.87977501004","Crime"
"in-the-loop","5.58568978805","4.08583622351","Comedy"
"inception","5.67025481424","3.9569363937","Action"
"indiana-jones-and-the-last-crusade","5.59005966333","3.97876411677","Action"
"indiana-jones-and-the-raiders-of-the-lost-ark","5.53437704431","4.01310734463","Action"
"indiana-jones-and-the-temple-of-doom","5.4354558146","4.13502303504","Action"
"indiana-jones-iv","5.58680007052","4.03680183357","Adventure"
"insidious","5.64635485197","3.92328125","Thriller"
"insomnia","5.57286215637","3.90435562488","Thriller"
"interstellar","5.63313547321","3.92966131697","Drama"
"interview-with-the-vampire","5.5752781655","4.12940179462","Horror"
"into-the-wild","5.7715860912","3.98638249199","Adventure"
"into-the-woods","5.77456114687","3.94510239906","Comedy"
"intolerable-cruelty","5.72654917567","4.05225980671","Romance"
"inventing-the-abbotts","5.72456361268","3.97171515415","Romance"
"invictus","5.66954425363","4.00872357992","Drama"
"it's-a-wonderful-life","5.77961271102","4.0094282877","Fantasy"
"it's-complicated","5.8959586003","3.98775505175","Romance"
"jackie-brown","5.67563285024","4.02672601794","Comedy"
"jacob's-ladder","5.60614000525","4.06925794589","Thriller"
"jane-eyre","5.70714193235","4.02239844635","Romance"
"jason-x","5.46098470564","4.05880159229","Action"
"jaws-2","5.61501069415","4.05539179467","Horror"
"jaws","5.57201861024","4.05310220621","Horror"
"jay-and-silent-bob-strike-back","5.57838551859","4.178518591","Comedy"
"jennifer's-body","5.63579045643","4.11299585062","Horror"
"jennifer-eight","5.59628966223","4.00896494371","Thriller"
"jimmy-and-judy","5.75229604131","4.0958020654","Action"
"judge-dredd","5.4632106693","4.05735737219","Crime"
"juno","5.82801965955","4.02884919684","Drama"
"jurassic-park-the-lost-world","5.55517173052","3.93917173052","Sci-Fi"
"kalifornia","5.57772890192","3.97433691756","Crime"
"kate-&-leopold","5.84628324324","3.95665081081","Comedy"
"kids","5.76981655925","4.15962816063","Drama"
"kill-bill-volume-1-&-2","5.57217351505","4.06945077299","Drama"
"kill-your-darlings","5.60158103889","4.01980698269","Drama"
"killing-zoe","5.56221888015","4.07566404442","Crime"
"king-kong","5.60536171397","4.02382582081","Mystery"
"klute","5.68913376773","3.92819471062","Crime"
"knocked-up","5.84414331805","4.17203090508","Comedy"
"kramer-vs-kramer","5.73874438656","3.96518052811","Drama"
"kundun","5.72857730417","3.91349037203","Drama"
"kung-fu-panda","5.65140835801","3.99117801909","Action"
"l.a.-confidential","5.57399151917","4.02612094395","Crime"
"la-la-land","5.88445449561","3.98317982456","Comedy"
"labor-of-love","5.72752929526","3.90926885625","Drama"
"labyrinth","5.69663000978","4.00296676442","Musical"
"lake-placid","5.55503173164","4.11358114234","Comedy"
"land-of-the-dead","5.51769290928","4.08123566215","Horror"
"larry-crowne","5.80213309717","3.99742408907","Comedy"
"last-chance-harvey","5.74943289225","3.99127914304","Romance"
"last-tango-in-paris","5.76339812115","4.02764820214","Romance"
"law-abiding-citizen","5.4815982906","4.03085982906","Drama"
"legion","5.53303259727","4.12227129338","Action"
"les-miserables","5.61710260424","4.05123096627","Musical"
"leviathan","5.47283594864","3.98727817404","Sci-Fi"
"liar-liar","5.69760875367","4.06935414999","Comedy"
"life-of-pi","5.71702045455","4.00414090909","Drama"
"life","5.62663536527","4.05325163139","Drama"
"limitless","5.64498532495","4.00091194969","Sci-Fi"
"lincoln","5.50483083362","4.02641611441","History"
"little-athens","5.5175618508","4.00713314448","Drama"
"little-nicky","5.67338271605","4.11434567901","Fantasy"
"living-in-oblivion","5.73355444305","4.02072841051","Comedy"
"lock,-stock-and-two-smoking-barrels","5.58020155364","4.10581986143","Thriller"
"logan's-run","5.64127775535","4.04222648365","Adventure"
"lone-star","5.62835415853","3.97401600937","Drama"
"looper","5.55295196062","4.05283313529","Crime"
"lord-of-illusions","5.50388063525","4.06898309426","Horror"
"lord-of-war","5.5440511509","4.11065984655","Crime"
"lost-highway","5.6645109152","3.94411418976","Horror"
"lost-horizon","5.74887016673","3.99963994324","Mystery"
"lost-in-space","5.64261305678","4.08039442367","Sci-Fi"
"lost-in-translation","5.88774555043","3.95588332235","Romance"
"love-and-basketball","5.73435278337","4.04042477085","Romance"
"machete","5.50548658261","4.17624959586","Action"
"machine-gun-preacher","5.63530167315","4.01897245226","Action"
"magnolia","5.69567753216","4.05171225178","Drama"
"major-league","5.65951758261","3.94738646404","Comedy"
"malibu's-most-wanted","5.60093662367","4.13917835109","Comedy"
"man-in-the-iron-mask","5.56434445178","4.03460535007","Drama"
"man-on-fire","5.60541455751","4.00321696631","Drama"
"man-on-the-moon","5.64929520508","4.12521856345","Drama"
"man-trouble","5.63847454545","3.95197454545","Romance"
"margaret","5.77621184211","4.04189342105","Drama"
"margin-call","5.72225608195","3.90023559539","Thriller"
"margot-at-the-wedding","5.74769411213","3.9931433263","Drama"
"mariachi,-e","5.56676534296","4.02329963899","Action"
"marley-&-me","5.88693324937","3.95650713686","Family"
"martha-marcy-may-marlene","5.86522297297","3.98579054054","Drama"
"master-and-commander","5.5464497992","3.99087751004","Action"
"max-payne","5.50318222381","3.96496341246","Thriller"
"mean-streets","5.71576735547","4.03693057813","Drama"
"meet-joe-black","5.84153982586","4.01412447598","Romance"
"megamind","5.65136381399","4.08469519343","Animation"
